Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Map,Tournament,Date,Team1,Team2,Result1,Result2,MatchID
zehN,20 (12),8 (2),17,76.9%,3,98.3,1,1.34,FunPlus Phoenix,114388,Train,DreamHack Open January 2021 Europe,28th of January 2021,HellRaisers,FunPlus Phoenix,0,2,2346291
STYKO,17 (11),5 (1),16,80.8%,1,79.8,2,1.22,FunPlus Phoenix,114388,Train,DreamHack Open January 2021 Europe,28th of January 2021,HellRaisers,FunPlus Phoenix,0,2,2346291
Farlig,21 (8),2 (0),17,76.9%,4,77.0,1,1.2,FunPlus Phoenix,114388,Train,DreamHack Open January 2021 Europe,28th of January 2021,HellRaisers,FunPlus Phoenix,0,2,2346291
chrisJ,15 (9),2 (1),16,76.9%,-1,59.6,-3,0.96,FunPlus Phoenix,114388,Train,DreamHack Open January 2021 Europe,28th of January 2021,HellRaisers,FunPlus Phoenix,0,2,2346291
kalinka,33 (17),4 (0),32,71.4%,1,80.6,1,1.14,HellRaisers,114392,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,HellRaisers,FunPlus Phoenix,0,2,2346291
Flarich,28 (18),8 (2),27,73.8%,1,71.7,1,1.01,HellRaisers,114392,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,HellRaisers,FunPlus Phoenix,0,2,2346291
ProbLeM,26 (13),7 (0),26,66.7%,0,66.5,-1,0.99,HellRaisers,114392,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,HellRaisers,FunPlus Phoenix,0,2,2346291
anarkez,27 (8),4 (2),31,57.1%,-4,64.7,0,0.9,HellRaisers,114392,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,HellRaisers,FunPlus Phoenix,0,2,2346291
JIaYm,20 (10),12 (1),32,69.0%,-12,65.6,-7,0.75,HellRaisers,114392,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,HellRaisers,FunPlus Phoenix,0,2,2346291
Farlig,38 (9),5 (3),24,71.4%,14,87.7,3,1.34,FunPlus Phoenix,114392,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,HellRaisers,FunPlus Phoenix,0,2,2346291
Maden,35 (18),2 (0),29,76.2%,6,80.3,-3,1.19,FunPlus Phoenix,114392,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,HellRaisers,FunPlus Phoenix,0,2,2346291
zehN,27 (11),7 (0),29,66.7%,-2,78.4,5,1.03,FunPlus Phoenix,114392,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,HellRaisers,FunPlus Phoenix,0,2,2346291
STYKO,23 (12),4 (1),25,64.3%,-2,69.8,1,1.01,FunPlus Phoenix,114392,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,HellRaisers,FunPlus Phoenix,0,2,2346291
chrisJ,25 (14),4 (1),27,64.3%,-2,70.9,0,0.92,FunPlus Phoenix,114392,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,HellRaisers,FunPlus Phoenix,0,2,2346291
sh1ro,19 (5),5 (0),17,81.8%,2,93.1,0,1.15,Gambit,114373,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
Ax1Le,16 (7),4 (0),17,63.6%,-1,77.5,1,0.95,Gambit,114373,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
Hobbit,13 (7),5 (0),18,72.7%,-5,79.1,-2,0.86,Gambit,114373,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
interz,11 (6),5 (0),17,50.0%,-6,63.7,-1,0.76,Gambit,114373,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
nafany,5 (2),4 (0),20,54.5%,-15,42.8,-4,0.46,Gambit,114373,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
Patsi,22 (15),2 (0),11,77.3%,11,96.0,0,1.58,Spirit,114373,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
sdy,18 (7),7 (2),12,86.4%,6,90.3,4,1.48,Spirit,114373,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
mir,15 (7),10 (1),15,90.9%,0,82.4,3,1.32,Spirit,114373,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
magixx,20 (10),4 (3),13,86.4%,7,69.2,-2,1.27,Spirit,114373,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
chopper,14 (12),8 (1),15,72.7%,-1,85.7,1,1.16,Spirit,114373,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
sh1ro,30 (14),7 (3),20,76.5%,10,95.9,5,1.46,Gambit,114380,Overpass,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
Hobbit,28 (7),5 (1),20,73.5%,8,85.5,-3,1.27,Gambit,114380,Overpass,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
Ax1Le,24 (9),4 (0),20,73.5%,4,82.6,-1,1.13,Gambit,114380,Overpass,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
nafany,22 (13),7 (3),25,70.6%,-3,75.3,-2,1.03,Gambit,114380,Overpass,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
interz,12 (5),4 (2),20,58.8%,-8,36.5,-3,0.65,Gambit,114380,Overpass,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
mir,24 (11),4 (0),23,61.8%,1,80.5,3,1.17,Spirit,114380,Overpass,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
degster,26 (14),4 (1),21,70.6%,5,82.0,1,1.14,Spirit,114380,Overpass,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
sdy,22 (11),4 (2),23,67.6%,-1,71.1,0,1.03,Spirit,114380,Overpass,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
magixx,20 (12),7 (3),24,70.6%,-4,71.6,0,1.0,Spirit,114380,Overpass,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
Patsi,13 (5),2 (0),25,55.9%,-12,47.7,0,0.6,Spirit,114380,Overpass,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
sh1ro,23 (4),4 (1),14,82.1%,9,89.5,2,1.49,Gambit,114386,Train,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
Hobbit,18 (7),6 (0),14,78.6%,4,74.0,-2,1.18,Gambit,114386,Train,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
Ax1Le,21 (7),1 (0),19,71.4%,2,79.2,-1,1.15,Gambit,114386,Train,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
nafany,20 (11),7 (1),20,71.4%,0,91.8,0,1.15,Gambit,114386,Train,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
interz,17 (7),1 (0),16,78.6%,1,53.1,0,1.04,Gambit,114386,Train,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
mir,19 (13),3 (0),21,67.9%,-2,69.5,2,1.04,Spirit,114386,Train,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
degster,22 (9),2 (0),22,71.4%,0,72.4,2,1.0,Spirit,114386,Train,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
chopper,18 (11),5 (1),19,71.4%,-1,72.0,-2,0.99,Spirit,114386,Train,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
magixx,16 (10),6 (1),21,75.0%,-5,68.9,0,0.94,Spirit,114386,Train,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
sdy,8 (5),6 (1),17,60.7%,-9,45.2,-1,0.76,Spirit,114386,Train,DreamHack Open January 2021 Europe,28th of January 2021,Gambit,Spirit,2,1,2346283
XANTARES,20 (12),7 (4),17,82.8%,3,70.1,3,1.23,BIG,114374,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
syrsoN,19 (7),9 (4),17,72.4%,2,75.1,3,1.14,BIG,114374,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
tabseN,19 (11),10 (1),23,62.1%,-4,87.8,2,0.97,BIG,114374,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
k1to,16 (9),9 (2),21,79.3%,-5,68.0,0,0.89,BIG,114374,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
tiziaN,11 (8),1 (0),19,62.1%,-8,44.9,-1,0.62,BIG,114374,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
Ethan,23 (11),6 (0),20,75.9%,3,96.2,-1,1.27,Evil Geniuses,114374,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
Brehze,21 (11),8 (2),18,82.8%,3,81.6,5,1.25,Evil Geniuses,114374,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
tarik,17 (9),7 (3),18,72.4%,-1,67.2,-3,1.03,Evil Geniuses,114374,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
CeRq,20 (7),3 (1),15,79.3%,5,59.4,-2,1.01,Evil Geniuses,114374,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
stanislaw,16 (8),3 (2),17,72.4%,-1,54.6,-6,0.9,Evil Geniuses,114374,Inferno,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
tiziaN,22 (9),5 (2),11,81.8%,11,93.0,4,1.58,BIG,114379,Dust2,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
k1to,21 (10),4 (0),14,77.3%,7,107.8,-2,1.47,BIG,114379,Dust2,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
tabseN,14 (6),9 (4),11,81.8%,3,84.8,1,1.29,BIG,114379,Dust2,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
syrsoN,17 (6),3 (1),13,77.3%,4,77.6,2,1.23,BIG,114379,Dust2,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
XANTARES,12 (6),3 (2),12,72.7%,0,53.0,1,0.89,BIG,114379,Dust2,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
Ethan,20 (8),1 (1),14,72.7%,6,88.0,1,1.37,Evil Geniuses,114379,Dust2,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
stanislaw,16 (11),2 (1),17,81.8%,-1,76.2,1,1.0,Evil Geniuses,114379,Dust2,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
CeRq,12 (2),4 (2),19,63.6%,-7,78.6,1,0.87,Evil Geniuses,114379,Dust2,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
Brehze,9 (2),2 (0),18,54.5%,-9,48.6,-2,0.71,Evil Geniuses,114379,Dust2,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
tarik,4 (4),6 (3),19,54.5%,-15,33.8,-7,0.38,Evil Geniuses,114379,Dust2,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
tabseN,31 (11),3 (1),12,82.6%,19,134.8,5,2.21,BIG,114385,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
tiziaN,17 (7),8 (1),12,78.3%,5,87.6,-2,1.33,BIG,114385,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
XANTARES,16 (12),3 (0),10,87.0%,6,80.1,0,1.24,BIG,114385,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
k1to,18 (8),4 (2),17,65.2%,1,73.8,0,1.09,BIG,114385,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
syrsoN,8 (1),4 (2),14,69.6%,-6,32.5,0,0.68,BIG,114385,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
CeRq,18 (5),2 (1),14,65.2%,4,78.3,0,1.18,Evil Geniuses,114385,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
Brehze,14 (6),2 (0),18,60.9%,-4,73.9,1,0.87,Evil Geniuses,114385,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
Ethan,12 (7),4 (1),19,56.5%,-7,68.5,0,0.83,Evil Geniuses,114385,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
stanislaw,11 (7),3 (2),17,56.5%,-6,54.6,-2,0.67,Evil Geniuses,114385,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
tarik,10 (6),2 (2),22,60.9%,-12,43.4,-2,0.47,Evil Geniuses,114385,Nuke,DreamHack Open January 2021 Europe,28th of January 2021,BIG,Evil Geniuses,2,1,2346290
ISSAA,22 (9),6 (3),17,92.6%,5,85.4,2,1.37,OG,114372,Inferno,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
NBK-,21 (13),2 (0),19,74.1%,2,83.2,5,1.22,OG,114372,Inferno,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
mantuu,15 (9),5 (1),16,81.5%,-1,65.5,-1,1.05,OG,114372,Inferno,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
valde,15 (11),4 (1),18,77.8%,-3,62.0,-2,0.93,OG,114372,Inferno,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
Aleksib,11 (3),4 (1),17,70.4%,-6,44.6,3,0.9,OG,114372,Inferno,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
hallzerk,22 (4),6 (1),13,77.8%,9,86.6,2,1.41,Dignitas,114372,Inferno,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
HEAP,17 (8),9 (3),15,81.5%,2,81.7,-2,1.15,Dignitas,114372,Inferno,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
friberg,17 (10),2 (0),20,66.7%,-3,57.9,-2,0.99,Dignitas,114372,Inferno,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
f0rest,15 (11),7 (4),17,88.9%,-2,63.4,-4,0.96,Dignitas,114372,Inferno,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
H4RR3,14 (7),3 (0),20,77.8%,-6,50.9,-1,0.88,Dignitas,114372,Inferno,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
mantuu,29 (11),2 (2),15,78.6%,14,102.9,2,1.62,OG,114377,Train,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
valde,22 (4),5 (0),19,67.9%,3,98.6,4,1.29,OG,114377,Train,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
NBK-,20 (12),1 (0),16,85.7%,4,77.4,-1,1.2,OG,114377,Train,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
Aleksib,18 (8),6 (1),17,75.0%,1,72.7,-1,0.99,OG,114377,Train,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
ISSAA,13 (8),5 (3),18,64.3%,-5,46.8,-4,0.73,OG,114377,Train,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
H4RR3,19 (9),5 (0),21,82.1%,-2,81.5,-1,1.1,Dignitas,114377,Train,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
hallzerk,19 (1),3 (2),18,71.4%,1,65.6,0,1.04,Dignitas,114377,Train,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
f0rest,17 (11),4 (0),21,64.3%,-4,68.5,2,0.97,Dignitas,114377,Train,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
HEAP,20 (12),1 (0),23,50.0%,-3,67.4,1,0.9,Dignitas,114377,Train,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
friberg,9 (6),8 (3),21,57.1%,-12,48.9,-2,0.64,Dignitas,114377,Train,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
mantuu,32 (10),8 (3),20,80.0%,12,92.1,4,1.45,OG,114383,Dust2,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
ISSAA,30 (14),7 (3),16,80.0%,14,82.6,0,1.32,OG,114383,Dust2,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
valde,31 (18),10 (5),22,65.7%,9,91.9,0,1.31,OG,114383,Dust2,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
Aleksib,27 (10),14 (4),22,80.0%,5,88.9,-2,1.28,OG,114383,Dust2,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
NBK-,18 (10),2 (0),24,74.3%,-6,58.7,1,0.91,OG,114383,Dust2,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
HEAP,25 (15),3 (1),27,68.6%,-2,64.8,4,1.0,Dignitas,114383,Dust2,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
friberg,21 (13),13 (6),30,74.3%,-9,80.3,2,0.95,Dignitas,114383,Dust2,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
hallzerk,19 (5),5 (2),25,62.9%,-6,64.8,-3,0.86,Dignitas,114383,Dust2,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
f0rest,21 (11),4 (1),30,60.0%,-9,65.3,-2,0.81,Dignitas,114383,Dust2,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
H4RR3,17 (5),3 (0),26,60.0%,-9,59.0,-4,0.77,Dignitas,114383,Dust2,cs_summit 7,28th of January 2021,OG,Dignitas,2,1,2346220
hampus,23 (13),7 (3),7,76.2%,16,116.8,-2,1.71,NIP,114342,Dust2,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
Plopski,18 (8),4 (0),12,81.0%,6,89.5,2,1.44,NIP,114342,Dust2,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
twist,14 (7),4 (0),9,85.7%,5,75.1,-1,1.28,NIP,114342,Dust2,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
nawwk,14 (3),4 (2),9,85.7%,5,69.0,2,1.24,NIP,114342,Dust2,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
REZ,15 (6),8 (5),11,85.7%,4,66.0,2,1.17,NIP,114342,Dust2,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
floppy,16 (9),4 (0),17,76.2%,-1,105.8,1,1.32,Cloud9,114342,Dust2,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
mezii,12 (6),4 (1),15,66.7%,-3,59.0,-2,0.85,Cloud9,114342,Dust2,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
ALEX,13 (3),1 (1),17,52.4%,-4,54.4,1,0.81,Cloud9,114342,Dust2,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
es3tag,3 (1),6 (2),18,52.4%,-15,36.4,-1,0.39,Cloud9,114342,Dust2,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
Xeppaa,4 (3),1 (0),17,38.1%,-13,21.5,-2,0.25,Cloud9,114342,Dust2,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
REZ,27 (14),7 (4),20,74.1%,7,116.7,6,1.49,NIP,114346,Overpass,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
Plopski,21 (5),5 (1),20,81.5%,1,78.1,1,1.2,NIP,114346,Overpass,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
hampus,19 (9),8 (0),21,63.0%,-2,88.6,-1,1.12,NIP,114346,Overpass,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
nawwk,13 (9),4 (0),20,59.3%,-7,52.4,-1,0.72,NIP,114346,Overpass,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
twist,11 (5),10 (9),17,51.9%,-6,43.2,0,0.63,NIP,114346,Overpass,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
es3tag,18 (6),10 (1),20,74.1%,-2,93.7,0,1.21,Cloud9,114346,Overpass,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
mezii,21 (12),6 (1),20,59.3%,1,96.3,1,1.13,Cloud9,114346,Overpass,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
ALEX,24 (8),3 (1),19,66.7%,5,78.4,-2,1.09,Cloud9,114346,Overpass,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
floppy,19 (11),3 (1),17,74.1%,2,71.0,-1,1.01,Cloud9,114346,Overpass,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
Xeppaa,16 (10),5 (3),15,74.1%,1,58.0,-3,1.0,Cloud9,114346,Overpass,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
REZ,22 (13),4 (0),23,71.4%,-1,82.9,-1,1.03,NIP,114347,Train,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
hampus,16 (7),7 (0),22,78.6%,-6,75.5,-2,0.95,NIP,114347,Train,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
twist,17 (6),6 (1),21,53.6%,-4,63.2,-2,0.93,NIP,114347,Train,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
Plopski,21 (11),2 (1),22,71.4%,-1,69.8,-3,0.92,NIP,114347,Train,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
nawwk,10 (5),3 (0),20,42.9%,-10,47.0,0,0.57,NIP,114347,Train,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
es3tag,27 (13),3 (0),16,64.3%,11,100.0,2,1.37,Cloud9,114347,Train,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
mezii,18 (4),6 (0),15,82.1%,3,84.1,1,1.25,Cloud9,114347,Train,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
Xeppaa,21 (9),2 (0),17,71.4%,4,73.6,3,1.21,Cloud9,114347,Train,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
floppy,21 (9),4 (0),21,75.0%,0,88.0,3,1.18,Cloud9,114347,Train,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
ALEX,21 (6),4 (4),17,67.9%,4,67.2,-1,1.01,Cloud9,114347,Train,cs_summit 7,27th of January 2021,NIP,Cloud9,1,2,2346219
broky,34 (10),5 (2),19,91.2%,15,99.1,2,1.55,FaZe,114320,Dust2,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
rain,23 (16),9 (5),24,79.4%,-1,78.3,-3,1.09,FaZe,114320,Dust2,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
olofmeister,18 (11),8 (3),22,82.4%,-4,62.8,1,1.0,FaZe,114320,Dust2,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
coldzera,20 (14),4 (0),21,64.7%,-1,71.3,-1,0.95,FaZe,114320,Dust2,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
Kjaerbye,16 (12),7 (2),25,73.5%,-9,63.8,3,0.88,FaZe,114320,Dust2,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
boltz,24 (14),7 (1),18,73.5%,6,82.0,-1,1.19,MIBR,114320,Dust2,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
danoco,28 (11),4 (2),27,76.5%,1,84.5,-3,1.14,MIBR,114320,Dust2,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
chelo,23 (15),6 (1),24,67.6%,-1,78.2,1,1.09,MIBR,114320,Dust2,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
shz,19 (12),5 (1),23,73.5%,-4,64.3,3,0.94,MIBR,114320,Dust2,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
yel,17 (6),9 (6),22,64.7%,-5,53.4,-2,0.84,MIBR,114320,Dust2,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
olofmeister,39 (17),4 (2),24,85.7%,15,95.0,5,1.46,FaZe,114329,Inferno,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
Kjaerbye,31 (20),9 (3),28,81.0%,3,91.2,0,1.28,FaZe,114329,Inferno,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
coldzera,34 (23),10 (6),27,64.3%,7,79.7,-2,1.17,FaZe,114329,Inferno,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
broky,27 (8),4 (1),24,73.8%,3,60.6,-2,1.02,FaZe,114329,Inferno,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
rain,19 (10),6 (0),24,69.0%,-5,58.8,-5,0.92,FaZe,114329,Inferno,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
yel,28 (7),5 (3),24,64.3%,4,62.9,3,1.07,MIBR,114329,Inferno,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
chelo,28 (21),10 (2),32,61.9%,-4,75.2,0,1.03,MIBR,114329,Inferno,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
danoco,25 (12),4 (0),33,64.3%,-8,68.0,2,0.87,MIBR,114329,Inferno,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
boltz,21 (12),10 (1),31,59.5%,-10,72.1,-1,0.85,MIBR,114329,Inferno,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
shz,25 (11),4 (0),31,66.7%,-6,56.7,0,0.84,MIBR,114329,Inferno,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
rain,20 (9),4 (0),20,68.0%,0,85.0,-3,1.04,FaZe,114338,Mirage,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
olofmeister,18 (8),5 (0),20,64.0%,-2,84.4,-3,1.0,FaZe,114338,Mirage,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
broky,11 (2),7 (3),19,56.0%,-8,57.7,1,0.76,FaZe,114338,Mirage,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
coldzera,14 (9),1 (1),19,52.0%,-5,58.6,1,0.7,FaZe,114338,Mirage,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
Kjaerbye,7 (4),3 (0),19,60.0%,-12,33.7,-1,0.55,FaZe,114338,Mirage,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
boltz,24 (5),1 (0),11,84.0%,13,87.7,2,1.5,MIBR,114338,Mirage,cs_summit 7,27th of January 2021,FaZe,MIBR,1,2,2346218
